id	label	value	color	category
Chloroquine	Chloroquine	0.000383110308403798	#EC00BC	Anti-infectives
Potassium chloride	Potassium chloride	2.99576507754946e-05	#DBDFC3	Nutritional products
Isosorbide mononitrate	Isosorbide mononitrate	3.65599678067752e-05	#FFB6AD	Cardiovascular agents
Isosorbide dinitrate	Isosorbide dinitrate	0.000229412921409688	#FFB6AD	Cardiovascular agents
Vincristine	Vincristine	0.00321888412017167	#FAC6CC	Antineoplastics
Nicardipine	Nicardipine	6.63913378830927e-05	#FFB6AD	Cardiovascular agents
Cabergoline	Cabergoline	0.000486269290814629	#FFEF6C	Hormones
Fexofenadine	Fexofenadine	8.72358142670209e-05	#1A86A8	Respiratory agents
Periciazine	Periciazine	0.00136940046522098	#AEC6CC	Psychotherapeutic agents
Mebendazole	Mebendazole	0.000156317167532924	#EC00BC	Anti-infectives
Desloratadine	Desloratadine	0.000128829321899515	#1A86A8	Respiratory agents
Streptomycin	Streptomycin	0.0065359477124183	#EC00BC	Anti-infectives
Isoprenaline	Isoprenaline	0.00756938603868797	#FFB6AD	Cardiovascular agents
Ciclesonide	Ciclesonide	0.000120696175540518	#FFEF6C	Hormones
Aztreonam	Aztreonam	0.00158227848101266	#EC00BC	Anti-infectives
Ketotifen	Ketotifen	0.000211292988801472	#1A86A8	Respiratory agents
Roxithromycin	Roxithromycin	0.000251994960100798	#EC00BC	Anti-infectives
Levocabastine	Levocabastine	4.39203285240574e-05	#1A86A8	Respiratory agents
Niacin	Niacin	0.00035045240219192	#DBDFC3	Nutritional products
Azelastine	Azelastine	2.88503704387564e-05	#1A86A8	Respiratory agents
Pipotiazine	Pipotiazine	0.000454722619202287	#AEC6CC	Psychotherapeutic agents
Nisoldipine	Nisoldipine	1.81705854562634e-05	#FFB6AD	Cardiovascular agents
Penicillamine	Penicillamine	0.00186021791124103	#969A52	Miscellaneous agents
Diphenhydramine	Diphenhydramine	0.000668002672010688	#1A86A8	Respiratory agents
Spirapril	Spirapril	9.34841544358231e-05	#FFB6AD	Cardiovascular agents
