id	label	value	color	category
Desipramine	Desipramine	0.0279329608938547	#AEC6CC	Psychotherapeutic agents
Flecainide	Flecainide	0.00727860897695107	#FFB6AD	Cardiovascular agents
Ceftriaxone	Ceftriaxone	0.00458751466180112	#EC00BC	Anti-infectives
Hydrocodone	Hydrocodone	5.72348789352231e-05	#F68B69	CNS agents
Clidinium	Clidinium	0.00628930817610063	#FBAF5F	Gastrointestinal agents
Orphenadrine	Orphenadrine	0.00176678445229682	#F68B69	CNS agents
Belladonna	Belladonna	0.00151683688947315	#FBAF5F	Gastrointestinal agents
Tetracosactide	Tetracosactide	0.000311623558741041	#FFEF6C	Hormones
Etodolac	Etodolac	0.00870069605568445	#F68B69	CNS agents
Oxaprozin	Oxaprozin	0.0204081632653061	#F68B69	CNS agents
Salsalate	Salsalate	0.049645390070922	#F68B69	CNS agents
Levetiracetam	Levetiracetam	0.00100278323510151	#F68B69	CNS agents
Aminophylline	Aminophylline	0.00412654745529574	#1A86A8	Respiratory agents
Aripiprazole	Aripiprazole	0.000721385059313883	#AEC6CC	Psychotherapeutic agents
Neostigmine	Neostigmine	0.0424270732548182	#FACF63	Genitourinary tract agents
Tiotropium	Tiotropium	5.16248935236571e-05	#1A86A8	Respiratory agents
Irinotecan	Irinotecan	0.00367107195301028	#FAC6CC	Antineoplastics
Etoposide	Etoposide	0.0142032845095428	#FAC6CC	Antineoplastics
Drospirenone	Drospirenone	0.00228050171037628	#FFEF6C	Hormones
Pentoxifylline	Pentoxifylline	0.00575657894736842	#E43E22	Coagulation modifiers
Etacrynic acid	Etacrynic acid	0.00952380952380952	#FFB6AD	Cardiovascular agents
Leflunomide	Leflunomide	0.0014720314033366	#CED75C	Immunologic agents
Capecitabine	Capecitabine	0.00175131348511384	#FAC6CC	Antineoplastics
Cefoxitin	Cefoxitin	0.00255128426133425	#EC00BC	Anti-infectives
Cefuroxime	Cefuroxime	0.000638421358096344	#EC00BC	Anti-infectives
Cefazolin	Cefazolin	0.00146201570729696	#EC00BC	Anti-infectives
Diphenoxylate	Diphenoxylate	0.000784929356357928	#FBAF5F	Gastrointestinal agents
Solifenacin	Solifenacin	0.00112359550561798	#FACF63	Genitourinary tract agents
Thiothixene	Thiothixene	0.0105263157894737	#AEC6CC	Psychotherapeutic agents
Heparin	Heparin	0.0211416097374127	#E43E22	Coagulation modifiers
Cortisone acetate	Cortisone acetate	0.0434782608695652	#FFEF6C	Hormones
Budesonide	Budesonide	6.80056217980686e-05	#1A86A8	Respiratory agents
Cefepime	Cefepime	5.5996266915539e-05	#EC00BC	Anti-infectives
Ketamine	Ketamine	0.000103575423623483	#F68B69	CNS agents
Sodium bicarbonate	Sodium bicarbonate	0.000261456136375521	#FBAF5F	Gastrointestinal agents
Lopinavir	Lopinavir	0.0520833333333333	#EC00BC	Anti-infectives
Iohexol	Iohexol	0.00086617583369424	#A2D0CF	Radiologic agents
Octreotide	Octreotide	0.000257997936016512	#FFEF6C	Hormones
Foscarnet	Foscarnet	0.00454545454545455	#EC00BC	Anti-infectives
Nicardipine	Nicardipine	0.00017082336863683	#FFB6AD	Cardiovascular agents
Isosorbide dinitrate	Isosorbide dinitrate	8.44880027036161e-05	#FFB6AD	Cardiovascular agents
Isosorbide mononitrate	Isosorbide mononitrate	3.32225913621262e-05	#FFB6AD	Cardiovascular agents
Cetirizine	Cetirizine	2.14721291763291e-05	#1A86A8	Respiratory agents
Megestrol acetate	Megestrol acetate	0.000325732899022801	#FFEF6C	Hormones
Nafcillin	Nafcillin	0.000657894736842105	#EC00BC	Anti-infectives
Pirbuterol	Pirbuterol	0.03125	#1A86A8	Respiratory agents
Adenosine	Adenosine	9.7570494682408e-05	#FFB6AD	Cardiovascular agents
Clorazepic acid	Clorazepic acid	0.00578034682080925	#F68B69	CNS agents
Fosinopril	Fosinopril	0.0125786163522013	#FFB6AD	Cardiovascular agents
Docetaxel	Docetaxel	0.00186046511627907	#FAC6CC	Antineoplastics
Clomifene	Clomifene	0.00383141762452107	#FFEF6C	Hormones
Ifosfamide	Ifosfamide	0.00233100233100233	#FAC6CC	Antineoplastics
Terazosin	Terazosin	0.0004739336492891	#FFB6AD	Cardiovascular agents
Cefadroxil	Cefadroxil	0.000101071356377603	#EC00BC	Anti-infectives
